"Name","DisplayName","Enabled","Action","Direction","Profile","Program"
"Collab-PNRP-Out-UDP","Windows Peer to Peer Collaboration Foundation (PNRP-Out)","False","Allow","Outbound","Any",
"WirelessDisplay-In-TCP","Wireless Display (TCP-In)","True","Allow","Inbound","Any",
"PNRPMNRS-SSDPSrv-In-UDP","Windows Collaboration Computer Name Registration Service (SSDP-In)","False","Allow","Inbound","Any",
"NETDIS-UPnPHost-In-TCP-NoScope","Network Discovery (UPnP-In)","False","Allow","Inbound","Domain",
"PerfLogsAlerts-DCOM-In-TCP","Performance Logs and Alerts (DCOM-In)","False","Allow","Inbound","Private, Public",
"CoreNet-IPv6-Out","Core Networking - IPv6 (IPv6-Out)","True","Allow","Outbound","Any",
"NETDIS-WSDEVNTS-Out-TCP-Active","Network Discovery (WSD EventsSecure-Out)","True","Allow","Outbound","Private",
"RemoteEventLogSvc-RPCSS-In-TCP","Remote Event Log Management (RPC-EPMAP)","False","Allow","Inbound","Private, Public",
"CoreNet-Diag-ICMP6-EchoRequest-Out-NoScope","Core Networking Diagnostics - ICMP Echo Request (ICMPv6-Out)","False","Allow","Outbound","Domain",
"WMI-RPCSS-In-TCP-NoScope","Windows Management Instrumentation (DCOM-In)","False","Allow","Inbound","Domain",
"RemoteAssistance-SSDPSrv-In-TCP-Active","Remote Assistance (SSDP TCP-In)","True","Allow","Inbound","Domain, Private",
"MSDTC-KTMRM-In-TCP-NoScope","Distributed Transaction Coordinator (RPC)","False","Allow","Inbound","Domain",
"ProximityUxHost-Sharing-In-TCP-NoScope","Proximity sharing over TCP (TCP sharing-In)","True","Allow","Inbound","Any",
"MsiScsi-Out-TCP-NoScope","iSCSI Service (TCP-Out)","False","Allow","Outbound","Domain",
"NETDIS-FDRESPUB-WSD-In-UDP","Network Discovery (Pub-WSD-In)","False","Allow","Inbound","Domain",
"CoreNet-IGMP-In","Core Networking - Internet Group Management Protocol (IGMP-In)","True","Allow","Inbound","Any",
"CoreNet-GP-NP-Out-TCP","Core Networking - Group Policy (NP-Out)","True","Allow","Outbound","Domain",
"WMI-WINMGMT-In-TCP-NoScope","Windows Management Instrumentation (WMI-In)","False","Allow","Inbound","Domain",
"CoreNet-ICMP6-LR2-In","Core Networking - Multicast Listener Report v2 (ICMPv6-In)","True","Allow","Inbound","Any",
"RVM-VDSLDR-In-TCP-NoScope","Remote Volume Management - Virtual Disk Service Loader (RPC)","False","Allow","Inbound","Domain",
"NETDIS-FDPHOST-Out-UDP-Active","Network Discovery (WSD-Out)","True","Allow","Outbound","Private",
"NETDIS-FDPHOST-In-UDP","Network Discovery (WSD-In)","False","Allow","Inbound","Domain",
"RemoteEventLogSvc-In-TCP-NoScope","Remote Event Log Management (RPC)","False","Allow","Inbound","Domain",
"CoreNet-ICMP6-LQ-In","Core Networking - Multicast Listener Query (ICMPv6-In)","True","Allow","Inbound","Any",
"Collab-PNRP-SSDPSrv-In-UDP","Windows Peer to Peer Collaboration Foundation (SSDP-In)","False","Allow","Inbound","Any",
"Microsoft-Windows-DeviceManagement-OmaDmClient-TCP-Out","Windows Device Management Sync Client (TCP out)","True","Allow","Outbound","Any",
"CoreNet-ICMP6-LR-In","Core Networking - Multicast Listener Report (ICMPv6-In)","True","Allow","Inbound","Any",
"CoreNet-Diag-ICMP4-EchoRequest-In-NoScope","Core Networking Diagnostics - ICMP Echo Request (ICMPv4-In)","False","Allow","Inbound","Domain",
"SSTP-IN-TCP","Secure Socket Tunneling Protocol (SSTP-In)","False","Allow","Inbound","Any",
"DIAL-Protocol-Server-HTTPSTR-In-TCP-LocalSubnetScope","DIAL protocol server (HTTP-In)","True","Allow","Inbound","Private",
"MSDTC-In-TCP","Distributed Transaction Coordinator (TCP-In)","False","Allow","Inbound","Private, Public",
"CoreNet-DHCPV6-Out","Core Networking - Dynamic Host Configuration Protocol for IPv6(DHCPV6-Out)","True","Allow","Outbound","Any",
"RVM-VDS-In-TCP-NoScope","Remote Volume Management - Virtual Disk Service (RPC)","False","Allow","Inbound","Domain",
"WMI-WINMGMT-Out-TCP-NoScope","Windows Management Instrumentation (WMI-Out)","False","Allow","Outbound","Domain",
"Netlogon-TCP-RPC-In","Netlogon Service Authz (RPC)","False","Allow","Inbound","Any",
"CoreNet-ICMP6-TE-In","Core Networking - Time Exceeded (ICMPv6-In)","True","Allow","Inbound","Any",
"MDNS-In-UDP-Domain-Active","mDNS (UDP-In)","True","Allow","Inbound","Domain",
"Collab-P2PHost-In-TCP","Windows Peer to Peer Collaboration Foundation (TCP-In)","False","Allow","Inbound","Any",
"RemoteAssistance-In-TCP-EdgeScope-Active","Remote Assistance (TCP-In)","True","Allow","Inbound","Domain, Private",
"NETDIS-UPnP-Out-TCP-Active","Network Discovery (UPnPHost-Out)","True","Allow","Outbound","Private",
"CoreNet-Diag-ICMP4-EchoRequest-In","Core Networking Diagnostics - ICMP Echo Request (ICMPv4-In)","False","Allow","Inbound","Private, Public",
"WINRM-HTTP-Compat-In-TCP-NoScope","Windows Remote Management - Compatibility Mode (HTTP-In)","False","Allow","Inbound","Domain",
"NETDIS-NB_Name-Out-UDP-Active","Network Discovery (NB-Name-Out)","True","Allow","Outbound","Private",
"RRAS-GRE-Out","Routing and Remote Access (GRE-Out)","False","Allow","Outbound","Any",
"MSDTC-In-TCP-NoScope","Distributed Transaction Coordinator (TCP-In)","False","Allow","Inbound","Domain",
"NETDIS-NB_Name-Out-UDP-NoScope","Network Discovery (NB-Name-Out)","False","Allow","Outbound","Domain",
"CoreNet-GP-Out-TCP","Core Networking - Group Policy (TCP-Out)","True","Allow","Outbound","Domain",
"CoreNet-Diag-ICMP6-EchoRequest-In-NoScope","Core Networking Diagnostics - ICMP Echo Request (ICMPv6-In)","False","Allow","Inbound","Domain",
"MDNS-In-UDP-Public-Active","mDNS (UDP-In)","True","Allow","Inbound","Public",
"WMPNSS-WMP-Out-TCP","Windows Media Player Network Sharing Service (Streaming-TCP-Out)","False","Allow","Outbound","Private, Public",
"WMP-In-UDP","Windows Media Player (UDP-In)","False","Allow","Inbound","Any",
"Microsoft-Windows-PeerDist-HostedServer-Out","BranchCache Hosted Cache Server(HTTP-Out)","False","Allow","Outbound","Any",
"PlayTo-QWave-Out-TCP-PlayToScope","Cast to Device functionality (qWave-TCP-Out)","True","Allow","Outbound","Private, Public",
"RemoteDesktop-In-TCP-WS","Remote Desktop - (TCP-WS-In)","False","Allow","Inbound","Any",
"Microsoft-Windows-PeerDist-WSD-In","BranchCache Peer Discovery (WSD-In)","False","Allow","Inbound","Any",
"PlayTo-In-UDP-LocalSubnetScope","Cast to Device streaming server (RTCP-Streaming-In)","True","Allow","Inbound","Private",
"MCX-HTTPSTR-In-TCP","Media Center Extenders - HTTP Streaming (TCP-In)","False","Allow","Inbound","Any",
"WPDMTP-Out-TCP","Wireless Portable Devices (TCP-Out)","False","Allow","Outbound","Private, Public",
"MCX-QWave-In-UDP","Media Center Extenders - qWave (UDP-In)","False","Allow","Inbound","Any",
"PlayTo-Out-UDP-PlayToScope","Cast to Device streaming server (RTP-Streaming-Out)","True","Allow","Outbound","Public",
"PlayTo-Out-UDP-LocalSubnetScope","Cast to Device streaming server (RTP-Streaming-Out)","True","Allow","Outbound","Private",
"MCX-Prov-Out-TCP","Media Center Extenders - Device Provisioning (TCP-Out)","False","Allow","Outbound","Any",
"WMPNSS-QWave-In-TCP","Windows Media Player Network Sharing Service (qWave-TCP-In)","False","Allow","Inbound","Private, Public",
"WMPNSS-QWave-In-UDP","Windows Media Player Network Sharing Service (qWave-UDP-In)","False","Allow","Inbound","Private, Public",
"PlayTo-In-UDP-NoScope","Cast to Device streaming server (RTCP-Streaming-In)","True","Allow","Inbound","Domain",
"WMPNSS-UPnPHost-In-TCP","Windows Media Player Network Sharing Service (UPnP-In)","False","Allow","Inbound","Any",
"WMPNSS-WMP-Out-UDP-NoScope","Windows Media Player Network Sharing Service (Streaming-UDP-Out)","False","Allow","Outbound","Domain",
"Microsoft-Windows-PeerDist-HostedServer-In","BranchCache Hosted Cache Server (HTTP-In)","False","Allow","Inbound","Any",
"WMPNSS-UPnP-Out-TCP","Windows Media Player Network Sharing Service (UPnPHost-Out)","False","Allow","Outbound","Any",
"WMPNSS-In-UDP-NoScope","Windows Media Player Network Sharing Service (UDP-In)","False","Allow","Inbound","Domain",
"WMPNSS-In-TCP-NoScope","Windows Media Player Network Sharing Service (TCP-In)","False","Allow","Inbound","Domain",
"WMPNSS-QWave-In-TCP-NoScope","Windows Media Player Network Sharing Service (qWave-TCP-In)","False","Allow","Inbound","Domain",
"PlayTo-In-RTSP-NoScope","Cast to Device streaming server (RTSP-Streaming-In)","True","Allow","Inbound","Domain",
"MCX-In-UDP","Media Center Extenders - WMDRM-ND/RTP/RTCP (UDP-In)","False","Allow","Inbound","Any",
"WMP-In-UDP-x86","Windows Media Player x86 (UDP-In)","False","Allow","Inbound","Any",
"WMPNSS-In-UDP","Windows Media Player Network Sharing Service (UDP-In)","False","Allow","Inbound","Private, Public",
"WMPNSS-In-TCP","Windows Media Player Network Sharing Service (TCP-In)","False","Allow","Inbound","Private, Public",
"WPDMTP-Out-TCP-NoScope","Wireless Portable Devices (TCP-Out)","False","Allow","Outbound","Domain",
"WMPNSS-WMP-In-UDP-NoScope","Windows Media Player Network Sharing Service (Streaming-UDP-In)","False","Allow","Inbound","Domain",
"PlayTo-QWave-In-UDP-PlayToScope","Cast to Device functionality (qWave-UDP-In)","True","Allow","Inbound","Private, Public",
"WMPNSS-HTTPSTR-Out-TCP-NoScope","Windows Media Player Network Sharing Service (HTTP-Streaming-Out)","False","Allow","Outbound","Domain",
"CloudIdSvc-Allow-HTTPS-Out-TCP","Cloud Identity (TCP-Out)","True","Allow","Outbound","Any",
"WMPNSS-WMP-In-UDP","Windows Media Player Network Sharing Service (Streaming-UDP-In)","False","Allow","Inbound","Private, Public",
"MCX-In-TCP","Media Center Extenders - RTSP (TCP-In)","False","Allow","Inbound","Any",
"MCX-QWave-Out-UDP","Media Center Extenders - qWave (UDP-Out)","False","Allow","Outbound","Any",
"MCX-QWave-Out-TCP","Media Center Extenders - qWave (TCP-Out)","False","Allow","Outbound","Any",
"PlayTo-QWave-Out-UDP-PlayToScope","Cast to Device functionality (qWave-UDP-Out)","True","Allow","Outbound","Private, Public",
"RemoteDesktop-In-TCP-WSS","Remote Desktop - (TCP-WSS-In)","False","Allow","Inbound","Any",
"MCX-TERMSRV-In-TCP","Media Center Extenders - XSP (TCP-In)","False","Allow","Inbound","Any",
"WMPNSS-SSDPSrv-Out-UDP","Windows Media Player Network Sharing Service (SSDP-Out)","False","Allow","Outbound","Any",
"SPPSVC-In-TCP","Key Management Service (TCP-In)","False","Allow","Inbound","Private, Public",
"WMPNSS-QWave-Out-TCP","Windows Media Player Network Sharing Service (qWave-TCP-Out)","False","Allow","Outbound","Private, Public",
"WMPNSS-WMP-Out-TCP-NoScope","Windows Media Player Network Sharing Service (Streaming-TCP-Out)","False","Allow","Outbound","Domain",
"WMPNSS-UPnPHost-Out-TCP","Windows Media Player Network Sharing Service (UPnP-Out)","False","Allow","Outbound","Any",
"FPSSMBD-iWARP-In-TCP","File and Printer Sharing over SMBDirect (iWARP-In)","False","Allow","Inbound","Any",
"WMPNSS-SSDPSrv-In-UDP","Windows Media Player Network Sharing Service (SSDP-In)","False","Allow","Inbound","Any",
"WPDMTP-UPnPHost-In-TCP","Wireless Portable Devices (UPnP-In)","False","Allow","Inbound","Any",
"WMPNSS-HTTPSTR-Out-TCP","Windows Media Player Network Sharing Service (HTTP-Streaming-Out)","False","Allow","Outbound","Private, Public",
"WPDMTP-UPnPHost-Out-TCP","Wireless Portable Devices (UPnP-Out)","False","Allow","Outbound","Any",
"WMPNSS-Out-UDP","Windows Media Player Network Sharing Service (UDP-Out)","False","Allow","Outbound","Private, Public",
"WMPNSS-HTTPSTR-In-TCP","Windows Media Player Network Sharing Service (HTTP-Streaming-In)","False","Allow","Inbound","Private, Public",
"WMPNSS-QWave-Out-UDP","Windows Media Player Network Sharing Service (qWave-UDP-Out)","False","Allow","Outbound","Private, Public",
"PlayTo-HTTPSTR-In-TCP-LocalSubnetScope","Cast to Device streaming server (HTTP-Streaming-In)","True","Allow","Inbound","Private",
"PlayTo-QWave-In-TCP-PlayToScope","Cast to Device functionality (qWave-TCP-In)","True","Allow","Inbound","Private, Public",
"MCX-SSDPSrv-In-UDP","Media Center Extenders - SSDP (UDP-In)","False","Allow","Inbound","Any",
"RemoteDesktop-Shadow-In-TCP","Remote Desktop - Shadow (TCP-In)","False","Allow","Inbound","Any",
"WMPNSS-QWave-Out-UDP-NoScope","Windows Media Player Network Sharing Service (qWave-UDP-Out)","False","Allow","Outbound","Domain",
"WMPNSS-QWave-Out-TCP-NoScope","Windows Media Player Network Sharing Service (qWave-TCP-Out)","False","Allow","Outbound","Domain",
"MCX-FDPHost-Out-TCP","Media Center Extenders - UPnP (TCP-Out)","False","Allow","Outbound","Any",
"MCX-MCX2SVC-Out-TCP","Media Center Extenders - Service (TCP-Out)","False","Allow","Outbound","Any",
"WMPNSS-Out-TCP","Windows Media Player Network Sharing Service (TCP-Out)","False","Allow","Outbound","Private, Public",
"Microsoft-Windows-PeerDist-HostedClient-Out","BranchCache Hosted Cache Client (HTTP-Out)","False","Allow","Outbound","Any",
"PlayTo-SSDP-Discovery-PlayToScope","Cast to Device SSDP Discovery (UDP-In)","True","Allow","Inbound","Public",
"MCX-McrMgr-Out-TCP","Media Center Extenders - Device Validation (TCP-Out)","False","Allow","Outbound","Any",
"WPDMTP-SSDPSrv-In-UDP","Wireless Portable Devices (SSDP-In)","False","Allow","Inbound","Any",
"PlayTo-Out-UDP-NoScope","Cast to Device streaming server (RTP-Streaming-Out)","True","Allow","Outbound","Domain",
"WPDMTP-SSDPSrv-Out-UDP","Wireless Portable Devices (SSDP-Out)","False","Allow","Outbound","Any",
"WPDMTP-UPnP-Out-TCP","Wireless Portable Devices (UPnPHost-Out)","False","Allow","Outbound","Any",
"PlayTo-UPnP-Events-PlayToScope","Cast to Device UPnP Events (TCP-In)","True","Allow","Inbound","Public",
"MCX-Out-TCP","Media Center Extenders - RTSP (TCP-Out)","False","Allow","Outbound","Any",
"MCX-Out-UDP","Media Center Extenders - WMDRM-ND/RTP/RTCP (UDP-Out)","False","Allow","Outbound","Any",
"MCX-PlayTo-Out-UDP","Media Center Extenders - Media Streaming (UDP-Out)","False","Allow","Outbound","Any",
"PlayTo-In-RTSP-LocalSubnetScope","Cast to Device streaming server (RTSP-Streaming-In)","True","Allow","Inbound","Private",
"WMPNSS-Out-UDP-NoScope","Windows Media Player Network Sharing Service (UDP-Out)","False","Allow","Outbound","Domain",
"PlayTo-In-UDP-PlayToScope","Cast to Device streaming server (RTCP-Streaming-In)","True","Allow","Inbound","Public",
"SPPSVC-In-TCP-NoScope","Key Management Service (TCP-In)","False","Allow","Inbound","Domain",
"MCX-PlayTo-In-TCP","Media Center Extenders - Media Streaming (TCP-In)","False","Allow","Inbound","Any",
"RemoteDesktop-UserMode-In-TCP","Remote Desktop - User Mode (TCP-In)","False","Allow","Inbound","Any",
"RemoteDesktop-UserMode-In-UDP","Remote Desktop - User Mode (UDP-In)","False","Allow","Inbound","Any",
"Microsoft-Windows-PeerDist-HttpTrans-Out","BranchCache Content Retrieval (HTTP-Out)","False","Allow","Outbound","Any",
"MCX-SSDPSrv-Out-UDP","Media Center Extenders - SSDP (UDP-Out)","False","Allow","Outbound","Any",
"MCX-PlayTo-Out-TCP","Media Center Extenders - Media Streaming (TCP-Out)","False","Allow","Outbound","Any",
"WMP-Out-UDP-x86","Windows Media Player x86 (UDP-Out)","False","Allow","Outbound","Any",
"WMP-Out-TCP-x86","Windows Media Player x86 (TCP-Out)","False","Allow","Outbound","Any",
"PlayTo-HTTPSTR-In-TCP-NoScope","Cast to Device streaming server (HTTP-Streaming-In)","True","Allow","Inbound","Domain",
"PlayTo-HTTPSTR-In-TCP-PlayToScope","Cast to Device streaming server (HTTP-Streaming-In)","True","Allow","Inbound","Public",
"PlayTo-In-RTSP-PlayToScope","Cast to Device streaming server (RTSP-Streaming-In)","True","Allow","Inbound","Public",
"WMPNSS-WMP-Out-UDP","Windows Media Player Network Sharing Service (Streaming-UDP-Out)","False","Allow","Outbound","Private, Public",
"WMPNSS-HTTPSTR-In-TCP-NoScope","Windows Media Player Network Sharing Service (HTTP-Streaming-In)","False","Allow","Inbound","Domain",
"Microsoft-Windows-PeerDist-HttpTrans-In","BranchCache Content Retrieval (HTTP-In)","False","Allow","Inbound","Any",
"WMP-Out-UDP","Windows Media Player (UDP-Out)","False","Allow","Outbound","Any",
"WMP-Out-TCP","Windows Media Player (TCP-Out)","False","Allow","Outbound","Any",
"Microsoft-Windows-PeerDist-WSD-Out","BranchCache Peer Discovery (WSD-Out)","False","Allow","Outbound","Any",
"WMPNSS-QWave-In-UDP-NoScope","Windows Media Player Network Sharing Service (qWave-UDP-In)","False","Allow","Inbound","Domain",
"WMPNSS-Out-TCP-NoScope","Windows Media Player Network Sharing Service (TCP-Out)","False","Allow","Outbound","Domain",
"MCX-QWave-In-TCP","Media Center Extenders - qWave (TCP-In)","False","Allow","Inbound","Any",
"{412E4C67-9448-4CED-9414-5436BF4CA9AF}","@{MicrosoftWindows.Client.CBS_1000.22700.1055.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.CBS/resources/ProductPkgDisplayName}","True","Allow","Inbound","Domain, Private",
"{B52A635B-2853-49CF-A5A6-C5CA8B839087}","@{MicrosoftWindows.Client.CBS_1000.22700.1055.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.Client.CBS/resources/ProductPkgDisplayName}","True","Allow","Outbound","Any",
"UDP Query User{9DF51E87-3E63-4044-AC1E-2C72106D12AF}C:\users\dell\downloads\anydesk.exe","anydesk.exe","True","Allow","Inbound","Public",
"TCP Query User{86D96FAB-7AE5-46C5-A17B-2D8E57A0A756}C:\users\dell\downloads\anydesk.exe","anydesk.exe","True","Allow","Inbound","Public",
"{1B6D430D-727D-4FA1-8A77-892E2135CE55}","Intel® Graphics Command Center","True","Allow","Outbound","Any",
"{F34B6B1C-4A0B-4DBE-AFE1-4B1DF3AA3D60}","Microsoft Sticky Notes","True","Allow","Inbound","Domain, Private",
"{4B7E09F0-0FBC-4331-A364-F881EA12309B}","Microsoft Sticky Notes","True","Allow","Outbound","Any",
"{85E52922-7BCE-41A9-B1C4-ED890E731672}","Airhost service for Zoom Video Meetings","True","Allow","Inbound","Any",
"{97450C64-97C8-4D9D-9DAC-B727C8D83714}","Airhost service for Zoom Video Meetings","True","Allow","Inbound","Any",
"{FF2A472D-F2FF-47C7-847F-CA0DD272CB2F}","Zoom Video Meeting","True","Allow","Inbound","Any",
"{D45B01C7-BFF2-493A-9BA0-12E9AEF5A5FE}","Xbox TCUI","True","Allow","Outbound","Any",
"{C73F0FF0-DC14-4925-9A6B-0BF154773627}","Xbox Game Bar Plugin","True","Allow","Outbound","Any",
"{EC556FE8-10C5-4907-A95E-54F067B34EC7}","Microsoft People","True","Allow","Outbound","Any",
"{5A94D638-8750-4F89-90DE-0F1A767A04F6}","News","True","Allow","Outbound","Any",
"{54465810-BCED-4506-A82F-FC842936ECA4}","@{Microsoft.AccountsControl_10.0.22621.1_neutral__cw5n1h2txyewy?ms-resource://Microsoft.AccountsControl/Resources/DisplayName}","True","Allow","Outbound","Any",
"{AFCD3923-FB3C-429A-820F-7A1CD02AA8D6}","@{Microsoft.Windows.Apprep.ChxApp_1000.22621.1.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Apprep.ChxApp/resources/DisplayName}","True","Allow","Outbound","Any",
"{BD9DF81B-F65B-4D98-B5F6-6D1E671C915F}","@{Microsoft.LockApp_10.0.22621.3235_neutral__cw5n1h2txyewy?ms-resource://Microsoft.LockApp/resources/AppDisplayName}","True","Allow","Outbound","Any",
"{1F9B69E7-AD23-4C66-B1ED-A34E7EDA3B56}","@{Microsoft.XboxGameCallableUI_1000.22621.1.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.XboxGameCallableUI/resources/PkgDisplayName}","True","Allow","Outbound","Any",
"{62AEFDB3-6056-4B0F-9D02-E4BE1E129C05}","@{Microsoft.Win32WebViewHost_10.0.22621.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.Win32WebViewHost/resources/DisplayName}","True","Allow","Inbound","Any",
"{E4B7DAE2-FE4A-4403-A660-937C20540280}","@{Microsoft.Win32WebViewHost_10.0.22621.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.Win32WebViewHost/resources/DisplayName}","True","Allow","Outbound","Any",
"{26CE5554-F918-451B-9111-F995343BA395}","@{Microsoft.Windows.SecureAssessmentBrowser_10.0.22621.2506_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecureAssessmentBrowser/Resources/PackageDisplayName}","True","Allow","Outbound","Any",
"{6208B0BD-C281-410A-8441-3C6DE525A61E}","@{Microsoft.Windows.ParentalControls_1000.22621.1.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ParentalControls/resources/DisplayName}","True","Allow","Outbound","Any",
"{2DE8F985-05C2-4C59-9A75-99E6BC1BC64F}","@{Microsoft.Windows.PeopleExperienceHost_10.0.22621.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.PeopleExperienceHost/resources/PkgDisplayName}","True","Allow","Outbound","Any",
"{08678BB7-6BEA-4C38-9720-44E6B87B4798}","@{Microsoft.Windows.SecureAssessmentBrowser_10.0.22621.2506_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecureAssessmentBrowser/Resources/PackageDisplayName}","True","Allow","Outbound","Any",
"{59D2B6DF-AE70-4624-A7D0-1091B10C32AC}","@{Microsoft.XboxGameCallableUI_1000.22621.1.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.XboxGameCallableUI/resources/PkgDisplayName}","True","Allow","Outbound","Any",
"{5EE9B4B1-1F92-4074-B07E-80CDB0465CE5}","@{Microsoft.Win32WebViewHost_10.0.22621.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.Win32WebViewHost/resources/DisplayName}","True","Allow","Inbound","Any",
"{1A299748-B988-4F0E-B0E2-3B7FC1889579}","@{Microsoft.Win32WebViewHost_10.0.22621.1_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.Win32WebViewHost/resources/DisplayName}","True","Allow","Outbound","Any",
"{C06084CF-2EBD-4C4A-B7C2-5F53250A2B71}","@{Microsoft.AccountsControl_10.0.22621.1_neutral__cw5n1h2txyewy?ms-resource://Microsoft.AccountsControl/Resources/DisplayName}","True","Allow","Outbound","Any",
"{5FE4AD29-4482-440B-9B1D-B0C59E62937C}","@{Microsoft.LockApp_10.0.22621.3235_neutral__cw5n1h2txyewy?ms-resource://Microsoft.LockApp/resources/AppDisplayName}","True","Allow","Outbound","Any",
